product_id,name,category,size,desc,color,quantity,price,pic,link
813,Striped Polo,Clothing,XL,"A short-sleeve polo shirt with horizontal navy blue, orange, and white stripes.",Navy Blue,34,18.95,813.jpg,https://drive.google.com/file/d/1O4pEvkeCcRbk3aKXLhB64x8Fv94YqOTC/view?usp=drivesdk
814,Adidas Swim Cap,Clothing,L,A black swim cap with white Adidas logo and stripes on the sides.,Black,12,36.32,814.jpg,https://drive.google.com/file/d/1vLuS4I7YkM4sr8TGzzfAs0GWOlnWTXZ_/view?usp=drivesdk
815,Grey Sweatpants,Clothing,XL,Comfortable grey sweatpants with an elastic waistband.,Grey,50,27.55,815.jpg,https://drive.google.com/file/d/1Mu7wNaRGwJIxVpS_n7QViaTx-_E31hNl/view?usp=drivesdk
816,Athletic Shorts,Clothing,L,Gray athletic shorts with an elastic waistband and white side stripes.,Gray,42,48.9,816.jpg,https://drive.google.com/file/d/1hShWDoanVqwpsPTXtKUxXmZ1oczOxxxO/view?usp=drivesdk
817,Leather Tote,Clothing,L,A purple leather tote bag with double handles and buckle strap details.,Purple,50,28.41,817.jpg,https://drive.google.com/file/d/1fk4m8NkXGPwgHmNON4bnmlyag9q8YT7T/view?usp=drivesdk
818,White Handbag,Clothing,L,A white handbag with a textured floral pattern and metal clasp detail.,White,3,31.51,818.jpg,https://drive.google.com/file/d/1sOBqZiUQFpqYB3rFnmlYb_LOiYG3Mz5S/view?usp=drivesdk
819,Snake Print Clutch,Clothing,L,A rectangular clutch bag with a snake print pattern and a black teardrop-shaped handle cutout.,Brown,3,23.8,819.jpg,https://drive.google.com/file/d/1ViWDubXsOSy3k-4bCwrjueFEzLZK0a1N/view?usp=drivesdk
820,Crocodile Tote,Clothing,L,A stylish tote bag with a crocodile skin pattern and sturdy handles.,Gray,27,33.99,820.jpg,https://drive.google.com/file/d/1Y5NAhmVT-V6Z4w_5z98JgwGkm3aeLNjt/view?usp=drivesdk
821,Adidas Polo,Clothing,M,White short-sleeve polo shirt with black stripes on the shoulders and Adidas logo on the chest.,White,45,10.94,821.jpg,https://drive.google.com/file/d/19ZYHFKT_pxtTQ-d15RBMSvALBZZFGblN/view?usp=drivesdk
822,Casual Sneaker,Clothing,L,A black casual sneaker with white sole and olive green stripe detailing.,Black,4,33.02,822.jpg,https://drive.google.com/file/d/17Rwlbuq8aRIMHYWRXnGUSqqjCqypysan/view?usp=drivesdk
823,Running Shoe,Clothing,S,A white and navy running shoe with yellow accents and a cushioned sole.,White,31,32.02,823.jpg,https://drive.google.com/file/d/1eNyb533uTCppcV9Xlv4bO-XfYD-berDr/view?usp=drivesdk
824,Buckle Dress Shoe,Clothing,L,A brown leather dress shoe with a buckle strap and perforated detailing on the toe.,Brown,37,28.22,824.jpg,https://drive.google.com/file/d/1UZtbgyW8hmTPLLuWP7sBLC-bbs6BmSJ0/view?usp=drivesdk
825,Black Formal Shoe,Clothing,S,A sleek black leather slip-on formal shoe with a pointed toe and low heel.,Black,45,29.16,825.jpg,https://drive.google.com/file/d/1E3lnXuHNyt28cKJxOJsskAHx_QZVCbJQ/view?usp=drivesdk
826,Brown Loafer,Clothing,L,A brown suede loafer with leather accents and a white sole.,Brown,33,10.51,826.jpg,https://drive.google.com/file/d/10VWonNbtpF9CE-QIQB3vRlyr1TbNlxta/view?usp=drivesdk
827,Leather Boot,Clothing,M,A tan leather lace-up boot with a padded collar and rugged sole.,Tan,49,30.94,827.jpg,https://drive.google.com/file/d/1gA1VDaHN8P80KH0Mh6SIcmW5uBY2Xrzs/view?usp=drivesdk
828,Suede Boat Shoe,Clothing,L,A brown suede boat shoe with lace-up front and rugged sole.,Brown,9,32.28,828.jpg,https://drive.google.com/file/d/1VwoGo3qLnxRQWPB_HeDFAajCLcAj6E7s/view?usp=drivesdk
829,Fleece Jacket,Clothing,S,A men's full-zip fleece jacket with zippered pockets and a stand collar.,Dark Gray,25,12.41,829.jpg,https://drive.google.com/file/d/1F0hp11R_Qmx5GH44YPHpEeajERXQ8m-b/view?usp=drivesdk
830,Graphic T-shirt,Clothing,XL,"A short-sleeved, round-neck T-shirt featuring a colorful cartoon graphic design on the front.",Red,31,15.55,830.jpg,https://drive.google.com/file/d/1RktTtMcIgVyGAGmUkjmz2rh3jCuRHF7H/view?usp=drivesdk
831,casual flip flop,Clothing,M,A casual flip flop sandal with a brown strap featuring text and a black footbed with a blue sole.,Brown,2,40.23,831.jpg,https://drive.google.com/file/d/1NVowxiEvsfTJusDF_qQ273_-eaVQEYUY/view?usp=drivesdk
832,Black Tracksuit,Clothing,L,A black short-sleeve zip-up hoodie paired with black cropped track pants featuring white stripes on the sides.,Black,29,20.48,832.jpg,https://drive.google.com/file/d/1hBCzQcM6Bae1bBjPASYF5PTV-20SRy0f/view?usp=drivesdk
833,Embellished Sandal,Clothing,L,A flat sandal with a thong design featuring rhinestone embellishments on the straps.,Beige,19,10.45,833.jpg,https://drive.google.com/file/d/1SJGdQAsuUz_M0iEtMzL6Pg-U0dF_cqUd/view?usp=drivesdk
834,Black Fleece Jacket,Clothing,S,A black full-zip fleece jacket with a high collar and zippered chest pocket.,Black,11,18.66,834.jpg,https://drive.google.com/file/d/1n59HPZ9Lyl30Zjn2FMM6yItohql66NDC/view?usp=drivesdk
835,Fleece Vest,Clothing,M,A black sleeveless fleece vest with a front zipper and a high collar.,Black,8,43.73,835.jpg,https://drive.google.com/file/d/1ZTkm32z3pRSwArBUf79bwr05B6a5SsYb/view?usp=drivesdk
836,Black Fleece Jacket,Clothing,XL,A black full-zip fleece jacket with a stand collar and side pockets.,Black,40,14.16,836.jpg,https://drive.google.com/file/d/1J2S7q3XdgDJrU2u-O_fV_i1FxO3c13GH/view?usp=drivesdk
837,Black Jacket,Clothing,M,A black zip-up jacket with a high collar and side pockets.,Black,45,49.67,837.jpg,https://drive.google.com/file/d/1IBypGho1MmaawMdEqJsToUBCYvfyc3Ne/view?usp=drivesdk
838,Men's Jacket,Clothing,L,A grey zip-up men's jacket with a high collar and side pockets.,Grey,42,48,838.jpg,https://drive.google.com/file/d/1cUhzlPnDggEWQpASHHZduXjJT6HBokSV/view?usp=drivesdk
839,Men's Jacket,Clothing,S,A beige zip-up men's jacket with a high collar and side pockets.,Beige,26,41.64,839.jpg,https://drive.google.com/file/d/135-5pdJiJ68QQp8D7RjqJCKRwYH_JvYD/view?usp=drivesdk
840,Hooded Jacket,Clothing,M,A lightweight hooded jacket with a front zipper and elastic cuffs.,Red,29,11.06,840.jpg,https://drive.google.com/file/d/14vAjKS2nXHFZEukeOFooz5MODR3sn9cr/view?usp=drivesdk
841,Striped Polo Shirt,Clothing,L,A short-sleeve polo shirt with wide horizontal orange and blue stripes.,Orange,18,12.96,841.jpg,https://drive.google.com/file/d/1l7DGYQN7NY3JoxqhosRGGYmVmC4iKqRk/view?usp=drivesdk
842,Graphic T-shirt,Clothing,L,A green short-sleeve t-shirt featuring a bold yellow and black geometric pattern with white text print.,Green,48,17.53,842.jpg,https://drive.google.com/file/d/1sRvy7PddKdhgHziZUwKepLdFlEPw2tfp/view?usp=drivesdk
843,Half-Zip Sweatshirt,Clothing,S,A light grey half-zip sweatshirt with a logo patch on the chest.,Light Grey,17,34.4,843.jpg,https://drive.google.com/file/d/1o6p-t36Nz5WeFtyLYv1rxSCQExQ6x-Jg/view?usp=drivesdk
844,Striped Shirt,Clothing,L,A long-sleeve button-up shirt with vertical stripes in blue and gray tones.,Gray,27,17.69,844.jpg,https://drive.google.com/file/d/1n5jiJSWo1Tw72gtQTcriYg5C2fgfCTLE/view?usp=drivesdk
845,White Shirt,Clothing,S,A white long-sleeve button-up shirt with two chest pockets and rolled-up sleeves.,White,45,12.09,845.jpg,https://drive.google.com/file/d/161W-QNqrSsZBq0KSBtVI9EHc7dnCsA9g/view?usp=drivesdk
846,Adidas Windbreaker,Clothing,S,A navy blue Adidas windbreaker jacket with white stripes on the sleeves and a front zipper.,Navy Blue,10,40.46,846.jpg,https://drive.google.com/file/d/1UIltKtrCdr1rczhp_Hb0LMfNuUKNz7E3/view?usp=drivesdk
847,Lakers Hoodie,Clothing,M,A purple hooded sweatshirt featuring Lakers basketball association graphics and front pockets.,Purple,0,37.03,847.jpg,https://drive.google.com/file/d/16WGRs8zVeZWaEdXIl-nQtOal8zfei718/view?usp=drivesdk
848,Striped Dress Shirt,Clothing,M,A long-sleeve dress shirt with thin vertical stripes and a front pocket.,Light Blue,4,11.54,848.jpg,https://drive.google.com/file/d/1kv4Dqu_ADIQtJAY0VzgOaZu29R26rnUI/view?usp=drivesdk
849,casual trousers,Clothing,M,A pair of navy blue casual trousers with a button and zip closure.,Blue,7,12.02,849.jpg,https://drive.google.com/file/d/1WdybtdBYnTjEt18neLglol2NRqCtS0sy/view?usp=drivesdk
850,White Leggings,Clothing,XL,A pair of plain white fitted leggings.,White,29,34.31,850.jpg,https://drive.google.com/file/d/1yBBd6W9C8-WRuuD6MzXIehOK33CqY1my/view?usp=drivesdk
851,Pink Leggings,Clothing,L,A pair of fitted pink leggings with ruched detailing at the ankles.,Pink,12,28.31,851.jpg,https://drive.google.com/file/d/1-4A9TSixyC9EeAX2QfW6l8mj1dBsKVIg/view?usp=drivesdk
852,Adidas Backpack,Clothing,S,Black Adidas backpack with orange accents and a front graphic design.,Black,23,29.27,852.jpg,https://drive.google.com/file/d/1sfaMmIgEQcNc1n21MqcVJl8N5fi94PY9/view?usp=drivesdk
853,Pink Leggings,Clothing,L,A pair of fitted pink leggings worn with a white top.,Pink,20,17.15,853.jpg,https://drive.google.com/file/d/1OYkzbupkb64tIn4DjwHr9B40BoNY9VV1/view?usp=drivesdk
854,Black Dhoti Pants,Clothing,XL,Loose-fitting black dhoti-style pants with a draped design.,Black,19,11.76,854.jpg,https://drive.google.com/file/d/1hEl-UQyT3ulo9OpxmqQJMdUdXD0YgllS/view?usp=drivesdk
855,swim cap,Clothing,M,A purple silicone swim cap with the Adidas logo printed on the side.,Purple,37,33.7,855.jpg,https://drive.google.com/file/d/1yFmK63mnih2ua5x8QI_SpSX0FQTx6qMB/view?usp=drivesdk
856,Track Pants,Clothing,L,Black track pants with white side stripes and an elastic waistband.,Black,30,25.01,856.jpg,https://drive.google.com/file/d/1eINCFymKeaC7ZQuBlncuNGsFFwvBm9wa/view?usp=drivesdk
857,Plaid Shirt,Clothing,S,A long-sleeve button-up shirt with a purple and white plaid pattern.,Purple,40,38.85,857.jpg,https://drive.google.com/file/d/1aM7OwPmBUCdzkLH5FFJPcXeBbTdLx3po/view?usp=drivesdk
858,Nike Shorts,Clothing,M,Lightweight gray Nike shorts with an elastic waistband and a small logo on the side.,Gray,42,36.37,858.jpg,https://drive.google.com/file/d/1Wqu1840mYwNPidAxZc8IzbrpX6PbsGCH/view?usp=drivesdk
859,Track Pants,Clothing,XL,"Lightweight, loose-fitting track pants with an elastic waistband and side pockets.",Gray,16,38.46,859.jpg,https://drive.google.com/file/d/19FbYCxkjcRAJzo2ffYIUz7bYXMJR4wLt/view?usp=drivesdk
860,Athletic Shorts,Clothing,L,Navy blue athletic shorts with an elastic waistband and side stripes.,Blue,46,33.47,860.jpg,https://drive.google.com/file/d/1A_6P8sQIXuRItfzNFFFCBLY21dU-4HTW/view?usp=drivesdk
861,Nike Track Jacket,Clothing,S,A navy blue full-zip track jacket with orange side panels and a white Nike logo on the chest.,Blue,5,37.06,861.jpg,https://drive.google.com/file/d/1evbrRS3matysavJwfKpuM8iLw0QmpWuk/view?usp=drivesdk
862,Pink Sweatshirt,Clothing,S,A bright pink long-sleeve sweatshirt with a crew neckline and ribbed cuffs and hem.,Pink,24,44.12,862.jpg,https://drive.google.com/file/d/13r68QipilmMkt_PgWVshKG70LauH6OnK/view?usp=drivesdk
863,Nike Hoodie,Clothing,L,Black zip-up hoodie with a front pocket and Nike logo on the chest.,Black,34,40.13,863.jpg,https://drive.google.com/file/d/1jGIEdtHDxbeLvTIUKpCXGyzuT6lFMZSA/view?usp=drivesdk
864,Running T-shirt,Clothing,M,"A short-sleeve, dark gray running T-shirt with neon yellow accents and a small white logo on the chest.",Gray,16,21.94,864.jpg,https://drive.google.com/file/d/18oPYl6_Iq24qpNqubWi4YZWUKIycUKFc/view?usp=drivesdk
865,V-neck Sweater,Clothing,S,A dark gray V-neck sweater with long sleeves and a white Nike logo on the chest.,Gray,20,35.48,865.jpg,https://drive.google.com/file/d/1-tCpJ5X816QGmVyQNAI_xf_WgCJH0YMl/view?usp=drivesdk
866,White T-shirt,Clothing,XL,A plain white short-sleeve athletic T-shirt with a round neckline.,White,22,47.8,866.jpg,https://drive.google.com/file/d/1I8xA-GVk68SBEwBJXegr1xGohoQ1Bo0Z/view?usp=drivesdk
867,Graphic Backpack,Clothing,XL,A grey and black backpack featuring a graphic print and multiple zippered compartments.,Grey,14,23.19,867.jpg,https://drive.google.com/file/d/1XAr_hfQFGGMHyjrnWIw9ePUdTzFJuve6/view?usp=drivesdk
868,Crewneck Sweatshirt,Clothing,M,"A grey long-sleeve crewneck sweatshirt with ribbed cuffs and hem, featuring a small white Nike logo on the chest.",Grey,1,18.18,868.jpg,https://drive.google.com/file/d/1YLKp55F0YIBuRbQBvxidmAqJPTx7wPPM/view?usp=drivesdk
869,Slim Fit Jeans,Clothing,L,A pair of slim fit jeans with a faded wash and yellow button detailing.,Blue,5,35.87,869.jpg,https://drive.google.com/file/d/1I2B3hYlL3JY5JEy2bq5PUYbkcxO5qtnj/view?usp=drivesdk
870,Plaid Shirt,Clothing,M,A short-sleeve blue and white plaid button-up shirt with chest pockets and rolled sleeves.,Blue,41,26.2,870.jpg,https://drive.google.com/file/d/1QsVhMS18NRXgxa719tpmrelQ2skksZOy/view?usp=drivesdk
871,Casual Sneaker,Clothing,S,A brown casual sneaker with black accents and lace-up closure.,Brown,50,11.89,871.jpg,https://drive.google.com/file/d/1kp7LD6oeNY-fFlLnnbkW6As5X36UdmDj/view?usp=drivesdk
872,Casual Loafer,Clothing,M,A tan casual loafer shoe with lace-up design and stitched detailing.,Tan,32,40.98,872.jpg,https://drive.google.com/file/d/1xneAl8DlU8vbDPGszih3c1Rke3cpRW7y/view?usp=drivesdk
873,Nike Sweatshirt,Clothing,L,A black long-sleeve Nike sweatshirt with a crew neck and a small logo on the chest.,Black,14,12.96,873.jpg,https://drive.google.com/file/d/1TwSxPn6WsGk0aW6lFmYClPgIeGNm6MTN/view?usp=drivesdk
874,Striped Polo,Clothing,L,A white short-sleeve polo shirt with yellow and dark blue horizontal stripes.,White,50,48.79,874.jpg,https://drive.google.com/file/d/1tlxtFhFCssJs5ZDkaLXw8UKUJRpMU8Kd/view?usp=drivesdk
875,Graphic Wristwatch,Clothing,XL,A white wristwatch with a black dial featuring large grey graphic text and a white strap with matching text.,White,15,21.81,875.jpg,https://drive.google.com/file/d/15VfVdwdFczTozSJ592Hdhadd6e1aKvPv/view?usp=drivesdk
876,Graphic Wristwatch,Clothing,S,A wristwatch with a purple strap and a face displaying bold white and orange graphic text.,Purple,1,34.43,876.jpg,https://drive.google.com/file/d/1t0SC6WLmbCt06AoaKQEgH4cUrHMFCkQ5/view?usp=drivesdk
877,Black Shorts,Clothing,S,A pair of black casual shorts with an elastic waistband and side panels.,Black,1,25.34,877.jpg,https://drive.google.com/file/d/1p3BwvcLBweUI69dZ-i-NeCgUEE8Iy5P3/view?usp=drivesdk
878,Colorblock Shorts,Clothing,XL,Light grey shorts with black colorblock panels on the sides.,Grey,33,27.86,878.jpg,https://drive.google.com/file/d/1FTDGcraP6iLcxkkQF_lYSpamSvcujc3d/view?usp=drivesdk
879,Men's Track Pants,Clothing,M,Black men's track pants with an elastic waistband and a relaxed fit.,Black,42,44.42,879.jpg,https://drive.google.com/file/d/1fHJLHleqJjvFSbcL8a_2RtxJ0og6Kjzc/view?usp=drivesdk
880,Striped Dress Shirt,Clothing,L,A black dress shirt with white vertical stripes and buttoned cuffs.,Black,37,33.49,880.jpg,https://drive.google.com/file/d/1mC8WGlVSwbVbdSi77NJ9plvfpU8NuptO/view?usp=drivesdk
881,Pleated Trousers,Clothing,L,Men's formal pleated trousers in a straight fit.,Dark Gray,10,48.23,881.jpg,https://drive.google.com/file/d/1X0DldtMd0Q6fEVDUsgjGngDyz9ztipf1/view?usp=drivesdk
882,Textured Leggings,Clothing,L,"A pair of fitted leggings with a textured, mottled pattern.",Brown,5,17.84,882.jpg,https://drive.google.com/file/d/1URr2Rc9Lo8_5UcfdrW1zcfQs0GIAJeg_/view?usp=drivesdk
883,Leopard Print Leggings,Clothing,L,Slim-fit leggings featuring an all-over leopard print pattern.,Dark Green,12,36.52,883.jpg,https://drive.google.com/file/d/1AlHwmQPajIKt7FcsAII_CrB7ArRrSPdE/view?usp=drivesdk
884,Cable Knit Sweater,Clothing,L,A black long-sleeve cable knit sweater with a round neckline.,Black,39,44.71,884.jpg,https://drive.google.com/file/d/1xmP_piKZwnwA3v2jU64LWwhg2LM94uNs/view?usp=drivesdk
885,Striped Sweater,Clothing,M,A brown V-neck sweater with yellow horizontal stripes.,Brown,34,15.58,885.jpg,https://drive.google.com/file/d/1IRJkWclRMgRHr80nD63V4dxO8tXk2ckf/view?usp=drivesdk
886,Striped Flip Flop,Clothing,L,"A casual flip flop with black straps and a striped sole featuring green, red, and black colors.",Black,34,12.15,886.jpg,https://drive.google.com/file/d/1Zrxv5nw1BY_pyuYXnqcFZl7Ykjepn1YH/view?usp=drivesdk
887,Tie and Cufflinks Set,Clothing,XL,"A burgundy patterned tie paired with matching cufflinks, presented in a black gift box.",Burgundy,35,36.08,887.jpg,https://drive.google.com/file/d/1lhifOC7S--sp1_FqKWCX51XvM9cxCzFO/view?usp=drivesdk
888,Half-Zip Fleece,Clothing,L,"A long-sleeve, half-zip fleece pullover designed for warmth and comfort.",Gray,11,47.57,888.jpg,https://drive.google.com/file/d/1WH-qIHOQuCfcO_yn4WXjiN0FzjR5SJGa/view?usp=drivesdk
889,Moody Polo Shirt,Clothing,L,"A long-sleeve polo shirt with green sleeves and collar, yellow body, and multiple cartoon faces with the text 'I am moody!' printed on the front.",Yellow,13,37,889.jpg,https://drive.google.com/file/d/1y8BTujgRZNXUGD1g7M8ryF2ZiWvLBSFP/view?usp=drivesdk
890,Half-Zip Fleece,Clothing,XL,A light beige long-sleeve fleece pullover with a half-zip collar.,Beige,7,34.93,890.jpg,https://drive.google.com/file/d/1aGjtPIOGs8GdYXMJ35doODeU369HkM9e/view?usp=drivesdk
891,Half-Zip Fleece,Clothing,L,"A long-sleeve, half-zip fleece pullover designed for warmth and comfort.",Gray,33,49.03,891.jpg,https://drive.google.com/file/d/13y2FPesB8oD5Gsr5GM8aXPzAw1n0K22C/view?usp=drivesdk
892,Red Fleece Pullover,Clothing,S,A red fleece pullover with a quarter zip and long sleeves.,Red,21,22.24,892.jpg,https://drive.google.com/file/d/1bl7x5KhJtlvZOcXWL6kcG_jDiR627skx/view?usp=drivesdk
893,Fleece Pullover,Clothing,M,A long-sleeve fleece pullover with a quarter zip and a stand collar.,Purple,24,35.74,893.jpg,https://drive.google.com/file/d/1TDGEdIfePtv4V7IOzhUpDL_MitS7bGMG/view?usp=drivesdk
894,Half-Zip Fleece,Clothing,M,A brown long-sleeve half-zip fleece pullover.,Brown,32,26.74,894.jpg,https://drive.google.com/file/d/1y0kbip01R4EhhlIDXFQ_1jf-d7OTyHiO/view?usp=drivesdk
895,Half-Zip Fleece,Clothing,XL,A light green long-sleeve half-zip fleece top.,Green,19,32.92,895.jpg,https://drive.google.com/file/d/1kqRs-_wbKmRwhlVQJgD5xkkucqxhZgJ5/view?usp=drivesdk
896,Half-Zip Fleece,Clothing,S,A black long-sleeve half-zip fleece pullover.,Black,34,46.77,896.jpg,https://drive.google.com/file/d/1Qgyv1HfisdkrDULYVqJGWGAZ-raArIxL/view?usp=drivesdk
897,Graphic T-shirt,Clothing,XL,A bright pink short-sleeve T-shirt featuring a bold graphic design on the front.,Pink,14,40.06,897.jpg,https://drive.google.com/file/d/1V0fhrUbGKJtAvZXLNIh6p9nzo2l5Q9uy/view?usp=drivesdk
898,Purple Fleece Pullover,Clothing,L,A long-sleeve purple fleece pullover with a quarter zip and a high collar.,Purple,29,28.62,898.jpg,https://drive.google.com/file/d/1aXA7LAQymWK8HK84-K37gTdN7NQawF1p/view?usp=drivesdk
899,Bugged T-shirt,Clothing,L,Black short-sleeve T-shirt with the word 'BUGGED' printed on the front.,Black,5,26.12,899.jpg,https://drive.google.com/file/d/1y9F3PdOlZKswdb_StE1rah4GLBNXXDsP/view?usp=drivesdk
900,Green Check Shirt,Clothing,L,A long-sleeve green checkered shirt with a button-down front and collar.,Green,14,42.98,900.jpg,https://drive.google.com/file/d/1zD3tcNQQ7l1jCac-1-sOgECI045gpR9G/view?usp=drivesdk
901,Checked Shirt,Clothing,XL,A long-sleeve checked shirt with a front pocket and button closure.,Light Blue,42,31.32,901.jpg,https://drive.google.com/file/d/1XI7lXeqZ_bSBGUzLLyrEN2pdOe7m8Itm/view?usp=drivesdk
902,Leather Oxford,Clothing,S,A classic black leather Oxford shoe with brogue detailing and lace-up closure.,Black,41,49.64,902.jpg,https://drive.google.com/file/d/17EnE4XfOo9oUAmf6EOzLRibGpXML_2Ih/view?usp=drivesdk
903,Leather Dress Shoe,Clothing,S,A sleek black leather dress shoe with lace-up closure and a pointed toe.,Black,40,44.32,903.jpg,https://drive.google.com/file/d/19KjwuvLHyRKfzCDJ9q7hERHZxcXhonO4/view?usp=drivesdk
904,Silver Wristwatch,Clothing,M,A silver metallic wristwatch with a round dial and a metal strap.,Silver,16,43.69,904.jpg,https://drive.google.com/file/d/1rmnHSH_M0FWSh_gYS-7kvtKWuT7uKBzQ/view?usp=drivesdk
905,Silver Wristwatch,Clothing,S,A silver wristwatch with a rectangular face and Roman numeral markers.,Silver,26,42.69,905.jpg,https://drive.google.com/file/d/1dX6_fY6MfkZ1fcHxA4o73Lk4ixjVj0FP/view?usp=drivesdk
906,Leather Strap Watch,Clothing,M,"A wristwatch with a square silver case, white dial, orange numerals, and a black leather strap with orange stitching.",Black,43,27.79,906.jpg,https://drive.google.com/file/d/1yR0--nnzypiDv2yvhBe1y9hYrR2FFoWT/view?usp=drivesdk
907,Black Dial Watch,Clothing,L,A wristwatch featuring a black dial with a silver metal case and black leather strap.,Black,38,33.84,907.jpg,https://drive.google.com/file/d/18UUb0owp9yX0zYVoTgBymviaEiv2YiBw/view?usp=drivesdk
908,Churidar Pants,Clothing,XL,A pair of beige churidar pants with a fitted and ruched design at the ankles.,Beige,34,31.87,908.jpg,https://drive.google.com/file/d/1JzMIhT4eQdEBrieHZ0JZvOIgCSk_fh_B/view?usp=drivesdk
909,Basic Leggings,Clothing,XL,"A pair of plain, fitted leggings in a solid color.",Black,31,24.38,909.jpg,https://drive.google.com/file/d/1S5qQeT1jPLCuvL7Dz9iD2kcqzAq2b8mC/view?usp=drivesdk
910,Plaid Scarf,Clothing,S,A grey plaid scarf with red and black checkered patterns and fringed ends.,Grey,49,46.93,910.jpg,https://drive.google.com/file/d/1zhySzgCY-qNzGh-3lm2bdOV3wBYqHMw8/view?usp=drivesdk
911,Adidas digital watch,Clothing,L,A black digital sports watch with blue accents and a rubber strap.,Black,30,19.04,911.jpg,https://drive.google.com/file/d/1dCNWNl-qtBaMyVI3GyTwok9ruWDdW8K8/view?usp=drivesdk
912,Distressed Jeans,Clothing,S,Men's blue distressed denim jeans with a faded wash and casual fit.,Blue,12,18.91,912.jpg,https://drive.google.com/file/d/1TwRpl_NU0_YY-hJeJycH5xgyXcqN3PHr/view?usp=drivesdk
913,Black Sunglasses,Clothing,S,Black frame sunglasses with dark tinted lenses.,Black,42,29.6,913.jpg,https://drive.google.com/file/d/1JJI2gvvDu5BLd7TUoQfxNzKwX-jNqUHi/view?usp=drivesdk
914,Aviator Sunglasses,Clothing,L,Classic aviator sunglasses with a thin gold frame and brown tinted lenses.,Gold,19,30.22,914.jpg,https://drive.google.com/file/d/1np1XJyXvabZUF09eo349J9obwXKesbQD/view?usp=drivesdk
915,Pointed Dress Shoe,Clothing,S,A sleek black leather pointed dress shoe with lace-up closure.,Black,22,43.51,915.jpg,https://drive.google.com/file/d/1i6cx_0NAbtYucG9heZMUJeLQQ5zEniHc/view?usp=drivesdk
916,Clear Frame Sunglasses,Clothing,XL,Sunglasses with clear plastic frames and dark tinted lenses.,Clear,38,18.45,916.jpg,https://drive.google.com/file/d/1vr4DKzxn_adprumWGhBJLaxtFKpwNeIf/view?usp=drivesdk
917,sports sunglasses,Clothing,XL,White and black frame sports sunglasses with dark lenses.,White,30,10.87,917.jpg,https://drive.google.com/file/d/1HjeAyaojpKNLqn8aK7-VyKDmfcmDB9yY/view?usp=drivesdk
918,Oversized Sunglasses,Clothing,S,Large square-shaped sunglasses with a teal frame and gradient dark lenses.,Teal,50,14.04,918.jpg,https://drive.google.com/file/d/1z7a6O6Xs561LiGC2Wvmf31vyaPBlD1Mi/view?usp=drivesdk
919,Leather Loafer,Clothing,M,A black leather loafer shoe with a perforated design and a low heel.,Black,20,21.75,919.jpg,https://drive.google.com/file/d/1CFqJUxUS3lApSD31cHOjThp2ipQ9Y6s3/view?usp=drivesdk
920,Leather Dress Shoe,Clothing,M,A brown leather lace-up dress shoe with a black sole.,Brown,46,35,920.jpg,https://drive.google.com/file/d/1bsck3EVDyCVRsFxQRl0frnigk6PaY-yl/view?usp=drivesdk
921,Leather Loafer,Clothing,S,A brown leather loafer shoe with detailed stitching and a low heel.,Brown,15,47,921.jpg,https://drive.google.com/file/d/1HMTC_v8WcbmfdXNY4lfUcfDOIIdmyebR/view?usp=drivesdk
922,Canvas Sneaker,Clothing,L,A yellow canvas sneaker with white laces and a white rubber toe cap.,Yellow,5,38.37,922.jpg,https://drive.google.com/file/d/1pUTDXsF8HDI-uUbJeLy1PyMmoY6eA0Ss/view?usp=drivesdk
923,Track Pants,Clothing,M,Black track pants with green side stripes and an elastic waistband.,Black,17,12.28,923.jpg,https://drive.google.com/file/d/1JZunQz220ODzt_tA3P593DiasVGJi-Cx/view?usp=drivesdk
924,Crew Neck Sweater,Clothing,XL,A black crew neck sweater with blue trim detailing around the neckline and shoulders.,Black,9,28.59,924.jpg,https://drive.google.com/file/d/18MGLt8wkOINd7dJLzEP0yw9_pLd7Ky50/view?usp=drivesdk
925,Colorblock Sweater,Clothing,M,A long-sleeve sweater featuring a blue front with black and purple colorblock sleeves.,Blue,28,35.13,925.jpg,https://drive.google.com/file/d/1agtmFsWRPFzDLIBnJgXB_9qJD5k6AB5p/view?usp=drivesdk
926,Hooded Puffer Vest,Clothing,L,A sleeveless padded vest with a hood and front zipper closure.,Gray,49,32.31,926.jpg,https://drive.google.com/file/d/1QrlEtyi_q5zdb_H3JNW1L2_cq5bci2Hr/view?usp=drivesdk
927,Black Slip-On,Clothing,XL,A black slip-on shoe with a pointed toe and subtle zigzag pattern on the front.,Black,25,44.71,927.jpg,https://drive.google.com/file/d/1Yika5yQNTNUWatyFimlVzy_tvFs5FGNb/view?usp=drivesdk
928,Puma Polo,Clothing,XL,A navy blue short-sleeve polo shirt with a white collar detail and Puma logo on the chest.,Blue,47,13,928.jpg,https://drive.google.com/file/d/14IQJHjNlkV3l7v4J-jIfXUROOaclKG8t/view?usp=drivesdk
929,High Top Sneaker,Clothing,S,"A high-top sneaker with light blue laces, pink stitching, and a distressed side panel.",Beige,3,24.27,929.jpg,https://drive.google.com/file/d/124sFnz0ilPan1H422I7G43X7psA0KDnm/view?usp=drivesdk
930,Basketball Jacket,Clothing,L,Black zip-up jacket with white stripes on the sleeves and a pixelated basketball player graphic on the chest.,Black,36,45.23,930.jpg,https://drive.google.com/file/d/144UIoa6VqSFAyY26ngrs4eBb-1DzLdkU/view?usp=drivesdk
